location_name year_id rei_name Prevalence Description
Kazakhstan 2000 "Mild anemia" 897568 Observed
Kazakhstan 2000 "Moderate anemia" 853264 Observed
Kazakhstan 2000 "Severe anemia" 76182 Observed
Kazakhstan 2005 "Mild anemia" 976806 Observed
Kazakhstan 2005 "Moderate anemia" 824074 Observed
Kazakhstan 2005 "Severe anemia" 67216 Observed
Kazakhstan 2010 "Mild anemia" 1050841 Observed
Kazakhstan 2010 "Moderate anemia" 795213 Observed
Kazakhstan 2010 "Severe anemia" 60388 Observed
Kazakhstan 2015 "Mild anemia" 1054023 Observed
Kazakhstan 2015 "Moderate anemia" 723260 Observed
Kazakhstan 2015 "Severe anemia" 50741 Observed
Kazakhstan 2020 "Mild anemia" 1065096 Observed
Kazakhstan 2020 "Moderate anemia" 709831 Observed
Kazakhstan 2020 "Severe anemia" 49329 Observed
Kazakhstan 2021 "Mild anemia" 1071105 Observed
Kazakhstan 2021 "Moderate anemia" 714227 Observed
Kazakhstan 2021 "Severe anemia" 49910 Observed
Kazakhstan 2030 "Mild anemia" 1127262.943234709 Predicted_trend
Kazakhstan 2030 "Moderate anemia" 756583.5954745918 Predicted_trend
Kazakhstan 2030 "Severe anemia" 55444.30965687393 Predicted_trend
Kazakhstan 2030 "Mild anemia" 1127812.8892845844 Predicted_stable
Kazakhstan 2030 "Moderate anemia" 761394.8685511535 Predicted_stable
Kazakhstan 2030 "Severe anemia" 53939.81613231044 Predicted_stable
Kenya 1990 "Mild anemia" 828765 Observed
Kenya 1990 "Moderate anemia" 428995 Observed
Kenya 1990 "Severe anemia" 53566 Observed
Kenya 1995 "Mild anemia" 988987 Observed
Kenya 1995 "Moderate anemia" 512511 Observed
Kenya 1995 "Severe anemia" 68915 Observed
Kenya 2000 "Mild anemia" 1170827 Observed
Kenya 2000 "Moderate anemia" 615108 Observed
Kenya 2000 "Severe anemia" 94742 Observed
Kenya 2005 "Mild anemia" 1332434 Observed
Kenya 2005 "Moderate anemia" 713328 Observed
Kenya 2005 "Severe anemia" 127831 Observed
Kenya 2010 "Mild anemia" 1494200 Observed
Kenya 2010 "Moderate anemia" 809085 Observed
Kenya 2010 "Severe anemia" 161221 Observed
Kenya 2015 "Mild anemia" 1724599 Observed
Kenya 2015 "Moderate anemia" 970979 Observed
Kenya 2015 "Severe anemia" 207660 Observed
Kenya 2020 "Mild anemia" 1901271 Observed
Kenya 2020 "Moderate anemia" 1087439 Observed
Kenya 2020 "Severe anemia" 259863 Observed
Kenya 2021 "Mild anemia" 1980604 Observed
Kenya 2021 "Moderate anemia" 1134546 Observed
Kenya 2021 "Severe anemia" 273231 Observed
Kenya 2030 "Mild anemia" 2329309.5194611996 Predicted_trend
Kenya 2030 "Moderate anemia" 1373672.1969263717 Predicted_trend
Kenya 2030 "Severe anemia" 374457.8994501546 Predicted_trend
Kenya 2030 "Mild anemia" 2566004.865637815 Predicted_stable
Kenya 2030 "Moderate anemia" 1485488.9685038086 Predicted_stable
Kenya 2030 "Severe anemia" 360227.622470721 Predicted_stable
Kiribati 1990 "Mild anemia" 5348 Observed
Kiribati 1990 "Moderate anemia" 3934 Observed
Kiribati 1990 "Severe anemia" 282 Observed
Kiribati 1995 "Mild anemia" 5709 Observed
Kiribati 1995 "Moderate anemia" 4135 Observed
Kiribati 1995 "Severe anemia" 290 Observed
Kiribati 2000 "Mild anemia" 5990 Observed
Kiribati 2000 "Moderate anemia" 4414 Observed
Kiribati 2000 "Severe anemia" 327 Observed
Kiribati 2005 "Mild anemia" 6737 Observed
Kiribati 2005 "Moderate anemia" 4851 Observed
Kiribati 2005 "Severe anemia" 352 Observed
Kiribati 2010 "Mild anemia" 7565 Observed
Kiribati 2010 "Moderate anemia" 5369 Observed
Kiribati 2010 "Severe anemia" 385 Observed
Kiribati 2015 "Mild anemia" 7962 Observed
Kiribati 2015 "Moderate anemia" 5753 Observed
Kiribati 2015 "Severe anemia" 423 Observed
Kiribati 2020 "Mild anemia" 8375 Observed
Kiribati 2020 "Moderate anemia" 5940 Observed
Kiribati 2020 "Severe anemia" 430 Observed
Kiribati 2021 "Mild anemia" 8462 Observed
Kiribati 2021 "Moderate anemia" 5991 Observed
Kiribati 2021 "Severe anemia" 431 Observed
Kiribati 2030 "Mild anemia" 9242.998974290813 Predicted_trend
Kiribati 2030 "Moderate anemia" 6468.53916243869 Predicted_trend
Kiribati 2030 "Severe anemia" 441.07395274239315 Predicted_trend
Kiribati 2030 "Mild anemia" 9428.210349673443 Predicted_stable
Kiribati 2030 "Moderate anemia" 6650.353194643236 Predicted_stable
Kiribati 2030 "Severe anemia" 472.3836536092228 Predicted_stable
Kuwait 1990 "Mild anemia" 129500 Observed
Kuwait 1990 "Moderate anemia" 44844 Observed
Kuwait 1990 "Severe anemia" 942 Observed
Kuwait 1995 "Mild anemia" 85287 Observed
Kuwait 1995 "Moderate anemia" 36896 Observed
Kuwait 1995 "Severe anemia" 1215 Observed
Kuwait 2000 "Mild anemia" 79122 Observed
Kuwait 2000 "Moderate anemia" 40293 Observed
Kuwait 2000 "Severe anemia" 1788 Observed
Kuwait 2005 "Mild anemia" 96591 Observed
Kuwait 2005 "Moderate anemia" 46406 Observed
Kuwait 2005 "Severe anemia" 2030 Observed
Kuwait 2010 "Mild anemia" 142540 Observed
Kuwait 2010 "Moderate anemia" 66963 Observed
Kuwait 2010 "Severe anemia" 3078 Observed
Kuwait 2015 "Mild anemia" 199577 Observed
Kuwait 2015 "Moderate anemia" 93162 Observed
Kuwait 2015 "Severe anemia" 4495 Observed
Kuwait 2020 "Mild anemia" 257719 Observed
Kuwait 2020 "Moderate anemia" 123548 Observed
Kuwait 2020 "Severe anemia" 6295 Observed
Kuwait 2021 "Mild anemia" 272518 Observed
Kuwait 2021 "Moderate anemia" 132846 Observed
Kuwait 2021 "Severe anemia" 6916 Observed
Kuwait 2030 "Mild anemia" 408380.28087157436 Predicted_trend
Kuwait 2030 "Moderate anemia" 190886.86599583074 Predicted_trend
Kuwait 2030 "Severe anemia" 10341.475677373615 Predicted_trend
Kuwait 2030 "Mild anemia" 384980.4586217803 Predicted_stable
Kuwait 2030 "Moderate anemia" 191830.28343210075 Predicted_stable
Kuwait 2030 "Severe anemia" 10247.715224110256 Predicted_stable
Kyrgyzstan 1990 "Mild anemia" 216358 Observed
Kyrgyzstan 1990 "Moderate anemia" 195070 Observed
Kyrgyzstan 1990 "Severe anemia" 17042 Observed
Kyrgyzstan 1995 "Mild anemia" 236057 Observed
Kyrgyzstan 1995 "Moderate anemia" 218679 Observed
Kyrgyzstan 1995 "Severe anemia" 17818 Observed
Kyrgyzstan 2000 "Mild anemia" 257957 Observed
Kyrgyzstan 2000 "Moderate anemia" 245088 Observed
Kyrgyzstan 2000 "Severe anemia" 20115 Observed
Kyrgyzstan 2005 "Mild anemia" 284847 Observed
Kyrgyzstan 2005 "Moderate anemia" 261137 Observed
Kyrgyzstan 2005 "Severe anemia" 20461 Observed
Kyrgyzstan 2010 "Mild anemia" 305650 Observed
Kyrgyzstan 2010 "Moderate anemia" 269944 Observed
Kyrgyzstan 2010 "Severe anemia" 19820 Observed
Kyrgyzstan 2015 "Mild anemia" 318502 Observed
Kyrgyzstan 2015 "Moderate anemia" 268738 Observed
Kyrgyzstan 2015 "Severe anemia" 19173 Observed
Kyrgyzstan 2020 "Mild anemia" 330464 Observed
Kyrgyzstan 2020 "Moderate anemia" 267946 Observed
Kyrgyzstan 2020 "Severe anemia" 20055 Observed
Kyrgyzstan 2021 "Mild anemia" 334339 Observed
Kyrgyzstan 2021 "Moderate anemia" 270027 Observed
Kyrgyzstan 2021 "Severe anemia" 20531 Observed
Kyrgyzstan 2030 "Mild anemia" 370427.34700680396 Predicted_trend
Kyrgyzstan 2030 "Moderate anemia" 271791.65180306265 Predicted_trend
Kyrgyzstan 2030 "Severe anemia" 24999.368380552136 Predicted_trend
Kyrgyzstan 2030 "Mild anemia" 361609.9339645575 Predicted_stable
Kyrgyzstan 2030 "Moderate anemia" 296937.4538907955 Predicted_stable
Kyrgyzstan 2030 "Severe anemia" 23109.136617232394 Predicted_stable
Laos 1990 "Mild anemia" 232903 Observed
Laos 1990 "Moderate anemia" 201837 Observed
Laos 1990 "Severe anemia" 19943 Observed
Laos 1995 "Mild anemia" 253601 Observed
Laos 1995 "Moderate anemia" 225457 Observed
Laos 1995 "Severe anemia" 21400 Observed
Laos 2000 "Mild anemia" 278168 Observed
Laos 2000 "Moderate anemia" 250531 Observed
Laos 2000 "Severe anemia" 21900 Observed
Laos 2005 "Mild anemia" 316116 Observed
Laos 2005 "Moderate anemia" 274215 Observed
Laos 2005 "Severe anemia" 19909 Observed
Laos 2010 "Mild anemia" 401455 Observed
Laos 2010 "Moderate anemia" 292747 Observed
Laos 2010 "Severe anemia" 13856 Observed
Laos 2015 "Mild anemia" 523397 Observed
Laos 2015 "Moderate anemia" 305479 Observed
Laos 2015 "Severe anemia" 9221 Observed
Laos 2020 "Mild anemia" 620959 Observed
Laos 2020 "Moderate anemia" 316818 Observed
Laos 2020 "Severe anemia" 8250 Observed
Laos 2021 "Mild anemia" 635713 Observed
Laos 2021 "Moderate anemia" 319614 Observed
Laos 2021 "Severe anemia" 8375 Observed
Laos 2030 "Mild anemia" 765887.0610096158 Predicted_trend
Laos 2030 "Moderate anemia" 345230.4496635667 Predicted_trend
Laos 2030 "Severe anemia" 9631.374407159605 Predicted_trend
Laos 2030 "Mild anemia" 724304.7683435536 Predicted_stable
Laos 2030 "Moderate anemia" 367613.3817884097 Predicted_stable
Laos 2030 "Severe anemia" 9940.500427245683 Predicted_stable
Latvia 1990 "Mild anemia" 86504 Observed
Latvia 1990 "Moderate anemia" 61558 Observed
Latvia 1990 "Severe anemia" 5497 Observed
Latvia 1995 "Mild anemia" 79942 Observed
Latvia 1995 "Moderate anemia" 57204 Observed
Latvia 1995 "Severe anemia" 5193 Observed
Latvia 2000 "Mild anemia" 76673 Observed
Latvia 2000 "Moderate anemia" 54303 Observed
Latvia 2000 "Severe anemia" 4882 Observed
Latvia 2005 "Mild anemia" 75058 Observed
Latvia 2005 "Moderate anemia" 49803 Observed
Latvia 2005 "Severe anemia" 4105 Observed
Latvia 2010 "Mild anemia" 67293 Observed
Latvia 2010 "Moderate anemia" 42842 Observed
Latvia 2010 "Severe anemia" 3342 Observed
Latvia 2015 "Mild anemia" 57163 Observed
Latvia 2015 "Moderate anemia" 35034 Observed
Latvia 2015 "Severe anemia" 2606 Observed
Latvia 2020 "Mild anemia" 50142 Observed
Latvia 2020 "Moderate anemia" 30168 Observed
Latvia 2020 "Severe anemia" 2212 Observed
Latvia 2021 "Mild anemia" 49124 Observed
Latvia 2021 "Moderate anemia" 29591 Observed
Latvia 2021 "Severe anemia" 2176 Observed
Latvia 2030 "Mild anemia" 40138.840191959825 Predicted_trend
Latvia 2030 "Moderate anemia" 24594.88748765324 Predicted_trend
Latvia 2030 "Severe anemia" 1872.5116042659786 Predicted_trend
Latvia 2030 "Mild anemia" 40497.1608019207 Predicted_stable
Latvia 2030 "Moderate anemia" 24616.705403426684 Predicted_stable
Latvia 2030 "Severe anemia" 1819.2372171383226 Predicted_stable
Lebanon 1990 "Mild anemia" 127881 Observed
Lebanon 1990 "Moderate anemia" 109419 Observed
Lebanon 1990 "Severe anemia" 10264 Observed
Lebanon 1995 "Mild anemia" 126903 Observed
Lebanon 1995 "Moderate anemia" 110434 Observed
Lebanon 1995 "Severe anemia" 10653 Observed
Lebanon 2000 "Mild anemia" 123787 Observed
Lebanon 2000 "Moderate anemia" 111368 Observed
Lebanon 2000 "Severe anemia" 11802 Observed
Lebanon 2005 "Mild anemia" 126171 Observed
Lebanon 2005 "Moderate anemia" 117206 Observed
Lebanon 2005 "Severe anemia" 13799 Observed
Lebanon 2010 "Mild anemia" 132984 Observed
Lebanon 2010 "Moderate anemia" 119850 Observed
Lebanon 2010 "Severe anemia" 14109 Observed
Lebanon 2015 "Mild anemia" 158377 Observed
Lebanon 2015 "Moderate anemia" 140980 Observed
Lebanon 2015 "Severe anemia" 16771 Observed
Lebanon 2020 "Mild anemia" 164223 Observed
Lebanon 2020 "Moderate anemia" 145516 Observed
Lebanon 2020 "Severe anemia" 17324 Observed
Lebanon 2021 "Mild anemia" 165992 Observed
Lebanon 2021 "Moderate anemia" 146971 Observed
Lebanon 2021 "Severe anemia" 17499 Observed
Lebanon 2030 "Mild anemia" 183516.1242003112 Predicted_trend
Lebanon 2030 "Moderate anemia" 161508.6851050746 Predicted_trend
Lebanon 2030 "Severe anemia" 19257.11263428159 Predicted_trend
Lebanon 2030 "Mild anemia" 179026.88704219254 Predicted_stable
Lebanon 2030 "Moderate anemia" 163025.62450515348 Predicted_stable
Lebanon 2030 "Severe anemia" 19947.968017820855 Predicted_stable
Lesotho 1990 "Mild anemia" 70501 Observed
Lesotho 1990 "Moderate anemia" 60049 Observed
Lesotho 1990 "Severe anemia" 5785 Observed
Lesotho 1995 "Mild anemia" 76018 Observed
Lesotho 1995 "Moderate anemia" 68031 Observed
Lesotho 1995 "Severe anemia" 6646 Observed
Lesotho 2000 "Mild anemia" 77653 Observed
Lesotho 2000 "Moderate anemia" 73662 Observed
Lesotho 2000 "Severe anemia" 7423 Observed
Lesotho 2005 "Mild anemia" 75361 Observed
Lesotho 2005 "Moderate anemia" 74670 Observed
Lesotho 2005 "Severe anemia" 7745 Observed
Lesotho 2010 "Mild anemia" 74685 Observed
Lesotho 2010 "Moderate anemia" 73890 Observed
Lesotho 2010 "Severe anemia" 7713 Observed
Lesotho 2015 "Mild anemia" 77544 Observed
Lesotho 2015 "Moderate anemia" 73035 Observed
Lesotho 2015 "Severe anemia" 7359 Observed
Lesotho 2020 "Mild anemia" 82601 Observed
Lesotho 2020 "Moderate anemia" 73392 Observed
Lesotho 2020 "Severe anemia" 7240 Observed
Lesotho 2021 "Mild anemia" 83900 Observed
Lesotho 2021 "Moderate anemia" 73710 Observed
Lesotho 2021 "Severe anemia" 7252 Observed
Lesotho 2030 "Mild anemia" 95768.5249548718 Predicted_trend
Lesotho 2030 "Moderate anemia" 76728.2934961569 Predicted_trend
Lesotho 2030 "Severe anemia" 7376.4528092700675 Predicted_trend
Lesotho 2030 "Mild anemia" 92791.45256410642 Predicted_stable
Lesotho 2030 "Moderate anemia" 81282.80857673952 Predicted_stable
Lesotho 2030 "Severe anemia" 7937.6227185463795 Predicted_stable
Liberia 1990 "Mild anemia" 86618 Observed
Liberia 1990 "Moderate anemia" 177205 Observed
Liberia 1990 "Severe anemia" 36593 Observed
Liberia 1995 "Mild anemia" 98345 Observed
Liberia 1995 "Moderate anemia" 200979 Observed
Liberia 1995 "Severe anemia" 44284 Observed
Liberia 2000 "Mild anemia" 134778 Observed
Liberia 2000 "Moderate anemia" 271225 Observed
Liberia 2000 "Severe anemia" 61060 Observed
Liberia 2005 "Mild anemia" 149065 Observed
Liberia 2005 "Moderate anemia" 299597 Observed
Liberia 2005 "Severe anemia" 67831 Observed
Liberia 2010 "Mild anemia" 187697 Observed
Liberia 2010 "Moderate anemia" 376316 Observed
Liberia 2010 "Severe anemia" 86714 Observed
Liberia 2015 "Mild anemia" 224477 Observed
Liberia 2015 "Moderate anemia" 464449 Observed
Liberia 2015 "Severe anemia" 87634 Observed
Liberia 2020 "Mild anemia" 264771 Observed
Liberia 2020 "Moderate anemia" 553485 Observed
Liberia 2020 "Severe anemia" 95105 Observed
Liberia 2021 "Mild anemia" 273355 Observed
Liberia 2021 "Moderate anemia" 574771 Observed
Liberia 2021 "Severe anemia" 98141 Observed
Liberia 2030 "Mild anemia" 350770.71469384147 Predicted_trend
Liberia 2030 "Moderate anemia" 769177.257739427 Predicted_trend
Liberia 2030 "Severe anemia" 126202.84052278005 Predicted_trend
Liberia 2030 "Mild anemia" 334811.8480674023 Predicted_stable
Liberia 2030 "Moderate anemia" 706415.9104104919 Predicted_stable
Liberia 2030 "Severe anemia" 125318.29606727259 Predicted_stable
Libya 1990 "Mild anemia" 240143 Observed
Libya 1990 "Moderate anemia" 112623 Observed
Libya 1990 "Severe anemia" 4694 Observed
Libya 1995 "Mild anemia" 261361 Observed
Libya 1995 "Moderate anemia" 126580 Observed
Libya 1995 "Severe anemia" 5718 Observed
Libya 2000 "Mild anemia" 306260 Observed
Libya 2000 "Moderate anemia" 150761 Observed
Libya 2000 "Severe anemia" 7077 Observed
Libya 2005 "Mild anemia" 342127 Observed
Libya 2005 "Moderate anemia" 168520 Observed
Libya 2005 "Severe anemia" 8137 Observed
Libya 2010 "Mild anemia" 359177 Observed
Libya 2010 "Moderate anemia" 179614 Observed
Libya 2010 "Severe anemia" 9110 Observed
Libya 2015 "Mild anemia" 385991 Observed
Libya 2015 "Moderate anemia" 219633 Observed
Libya 2015 "Severe anemia" 13389 Observed
Libya 2020 "Mild anemia" 402458 Observed
Libya 2020 "Moderate anemia" 233958 Observed
Libya 2020 "Severe anemia" 14693 Observed
Libya 2021 "Mild anemia" 410286 Observed
Libya 2021 "Moderate anemia" 237692 Observed
Libya 2021 "Severe anemia" 14848 Observed
Libya 2030 "Mild anemia" 451034.27504054783 Predicted_trend
Libya 2030 "Moderate anemia" 273545.43352499494 Predicted_trend
Libya 2030 "Severe anemia" 16327.161698344255 Predicted_trend
Libya 2030 "Mild anemia" 443910.9388337659 Predicted_stable
Libya 2030 "Moderate anemia" 263603.6613743642 Predicted_stable
Libya 2030 "Severe anemia" 17041.779809054347 Predicted_stable
Lithuania 1990 "Mild anemia" 119945 Observed
Lithuania 1990 "Moderate anemia" 84973 Observed
Lithuania 1990 "Severe anemia" 7587 Observed
Lithuania 1995 "Mild anemia" 116721 Observed
Lithuania 1995 "Moderate anemia" 83558 Observed
Lithuania 1995 "Severe anemia" 7585 Observed
Lithuania 2000 "Mild anemia" 111086 Observed
Lithuania 2000 "Moderate anemia" 78049 Observed
Lithuania 2000 "Severe anemia" 6990 Observed
Lithuania 2005 "Mild anemia" 107511 Observed
Lithuania 2005 "Moderate anemia" 71491 Observed
Lithuania 2005 "Severe anemia" 5916 Observed
Lithuania 2010 "Mild anemia" 98627 Observed
Lithuania 2010 "Moderate anemia" 62681 Observed
Lithuania 2010 "Severe anemia" 4912 Observed
Lithuania 2015 "Mild anemia" 86714 Observed
Lithuania 2015 "Moderate anemia" 52687 Observed
Lithuania 2015 "Severe anemia" 3909 Observed
Lithuania 2020 "Mild anemia" 74223 Observed
Lithuania 2020 "Moderate anemia" 43824 Observed
Lithuania 2020 "Severe anemia" 3170 Observed
Lithuania 2021 "Mild anemia" 72295 Observed
Lithuania 2021 "Moderate anemia" 42667 Observed
Lithuania 2021 "Severe anemia" 3091 Observed
Lithuania 2030 "Mild anemia" 55431.537729505115 Predicted_trend
Lithuania 2030 "Moderate anemia" 32713.819392587262 Predicted_trend
Lithuania 2030 "Severe anemia" 2425.5126389291922 Predicted_trend
Lithuania 2030 "Mild anemia" 56938.38879240908 Predicted_stable
Lithuania 2030 "Moderate anemia" 33668.22081098362 Predicted_stable
Lithuania 2030 "Severe anemia" 2440.1441836575377 Predicted_stable
Luxembourg 1990 "Mild anemia" 8428 Observed
Luxembourg 1990 "Moderate anemia" 1562 Observed
Luxembourg 1990 "Severe anemia" 35 Observed
Luxembourg 1995 "Mild anemia" 8327 Observed
Luxembourg 1995 "Moderate anemia" 1486 Observed
Luxembourg 1995 "Severe anemia" 32 Observed
Luxembourg 2000 "Mild anemia" 8369 Observed
Luxembourg 2000 "Moderate anemia" 1452 Observed
Luxembourg 2000 "Severe anemia" 29 Observed
Luxembourg 2005 "Mild anemia" 8235 Observed
Luxembourg 2005 "Moderate anemia" 1546 Observed
Luxembourg 2005 "Severe anemia" 33 Observed
Luxembourg 2010 "Mild anemia" 8352 Observed
Luxembourg 2010 "Moderate anemia" 1646 Observed
Luxembourg 2010 "Severe anemia" 37 Observed
Luxembourg 2015 "Mild anemia" 8924 Observed
Luxembourg 2015 "Moderate anemia" 1763 Observed
Luxembourg 2015 "Severe anemia" 39 Observed
Luxembourg 2020 "Mild anemia" 9745 Observed
Luxembourg 2020 "Moderate anemia" 1936 Observed
Luxembourg 2020 "Severe anemia" 44 Observed
Luxembourg 2021 "Mild anemia" 9952 Observed
Luxembourg 2021 "Moderate anemia" 1980 Observed
Luxembourg 2021 "Severe anemia" 45 Observed
Luxembourg 2030 "Mild anemia" 11844.276650253067 Predicted_trend
Luxembourg 2030 "Moderate anemia" 2381.669173561965 Predicted_trend
Luxembourg 2030 "Severe anemia" 53.84715946106662 Predicted_trend
Luxembourg 2030 "Mild anemia" 11782.552251271782 Predicted_stable
Luxembourg 2030 "Moderate anemia" 2323.775549940858 Predicted_stable
Luxembourg 2030 "Severe anemia" 52.28451097198849 Predicted_stable
Madagascar 1990 "Mild anemia" 554601 Observed
Madagascar 1990 "Moderate anemia" 532571 Observed
Madagascar 1990 "Severe anemia" 50055 Observed
Madagascar 1995 "Mild anemia" 621950 Observed
Madagascar 1995 "Moderate anemia" 619839 Observed
Madagascar 1995 "Severe anemia" 56866 Observed
Madagascar 2000 "Mild anemia" 711399 Observed
Madagascar 2000 "Moderate anemia" 698128 Observed
Madagascar 2000 "Severe anemia" 59754 Observed
Madagascar 2005 "Mild anemia" 828926 Observed
Madagascar 2005 "Moderate anemia" 768470 Observed
Madagascar 2005 "Severe anemia" 61404 Observed
Madagascar 2010 "Mild anemia" 940998 Observed
Madagascar 2010 "Moderate anemia" 826187 Observed
Madagascar 2010 "Severe anemia" 66225 Observed
Madagascar 2015 "Mild anemia" 1122073 Observed
Madagascar 2015 "Moderate anemia" 937096 Observed
Madagascar 2015 "Severe anemia" 76587 Observed
Madagascar 2020 "Mild anemia" 1333014 Observed
Madagascar 2020 "Moderate anemia" 1064126 Observed
Madagascar 2020 "Severe anemia" 87301 Observed
Madagascar 2021 "Mild anemia" 1375027 Observed
Madagascar 2021 "Moderate anemia" 1088342 Observed
Madagascar 2021 "Severe anemia" 89186 Observed
Madagascar 2030 "Mild anemia" 1752517.8449033229 Predicted_trend
Madagascar 2030 "Moderate anemia" 1305229.3498057546 Predicted_trend
Madagascar 2030 "Severe anemia" 105973.54955750308 Predicted_trend
Madagascar 2030 "Mild anemia" 1745113.2345559665 Predicted_stable
Madagascar 2030 "Moderate anemia" 1382742.6846575586 Predicted_stable
Madagascar 2030 "Severe anemia" 113489.42744910812 Predicted_stable
Malawi 1990 "Mild anemia" 600843 Observed
Malawi 1990 "Moderate anemia" 903326 Observed
Malawi 1990 "Severe anemia" 152614 Observed
Malawi 1995 "Mild anemia" 617721 Observed
Malawi 1995 "Moderate anemia" 940073 Observed
Malawi 1995 "Severe anemia" 153896 Observed
Malawi 2000 "Mild anemia" 1017023 Observed
Malawi 2000 "Moderate anemia" 913297 Observed
Malawi 2000 "Severe anemia" 92731 Observed
Malawi 2005 "Mild anemia" 1443502 Observed
Malawi 2005 "Moderate anemia" 743283 Observed
Malawi 2005 "Severe anemia" 28142 Observed
Malawi 2010 "Mild anemia" 1485271 Observed
Malawi 2010 "Moderate anemia" 626172 Observed
Malawi 2010 "Severe anemia" 10739 Observed
Malawi 2015 "Mild anemia" 1642322 Observed
Malawi 2015 "Moderate anemia" 689451 Observed
Malawi 2015 "Severe anemia" 11942 Observed
Malawi 2020 "Mild anemia" 2045817 Observed
Malawi 2020 "Moderate anemia" 814925 Observed
Malawi 2020 "Severe anemia" 15148 Observed
Malawi 2021 "Mild anemia" 2139329 Observed
Malawi 2021 "Moderate anemia" 844489 Observed
Malawi 2021 "Severe anemia" 15920 Observed
Malawi 2030 "Mild anemia" 2983188.9157993365 Predicted_trend
Malawi 2030 "Moderate anemia" 1113420.7704382937 Predicted_trend
Malawi 2030 "Severe anemia" 22970.45942673159 Predicted_trend
Malawi 2030 "Mild anemia" 2875298.609981751 Predicted_stable
Malawi 2030 "Moderate anemia" 1140370.7626433722 Predicted_stable
Malawi 2030 "Severe anemia" 21742.307815955963 Predicted_stable
Malaysia 1990 "Mild anemia" 1064410 Observed
Malaysia 1990 "Moderate anemia" 671900 Observed
Malaysia 1990 "Severe anemia" 34482 Observed
Malaysia 1995 "Mild anemia" 1535676 Observed
Malaysia 1995 "Moderate anemia" 780657 Observed
Malaysia 1995 "Severe anemia" 25457 Observed
Malaysia 2000 "Mild anemia" 2632112 Observed
Malaysia 2000 "Moderate anemia" 947076 Observed
Malaysia 2000 "Severe anemia" 12184 Observed
Malaysia 2005 "Mild anemia" 4351079 Observed
Malaysia 2005 "Moderate anemia" 1141323 Observed
Malaysia 2005 "Severe anemia" 4597 Observed
Malaysia 2010 "Mild anemia" 4856922 Observed
Malaysia 2010 "Moderate anemia" 1158861 Observed
Malaysia 2010 "Severe anemia" 8312 Observed
Malaysia 2015 "Mild anemia" 4694881 Observed
Malaysia 2015 "Moderate anemia" 1181993 Observed
Malaysia 2015 "Severe anemia" 13735 Observed
Malaysia 2020 "Mild anemia" 4381472 Observed
Malaysia 2020 "Moderate anemia" 1148507 Observed
Malaysia 2020 "Severe anemia" 14571 Observed
Malaysia 2021 "Mild anemia" 4326576 Observed
Malaysia 2021 "Moderate anemia" 1144576 Observed
Malaysia 2021 "Severe anemia" 14529 Observed
Malaysia 2030 "Mild anemia" 3842102.471458197 Predicted_trend
Malaysia 2030 "Moderate anemia" 1114701.6387784642 Predicted_trend
Malaysia 2030 "Severe anemia" 14171.268063189409 Predicted_trend
Malaysia 2030 "Mild anemia" 4751728.186172058 Predicted_stable
Malaysia 2030 "Moderate anemia" 1259446.7833211394 Predicted_stable
Malaysia 2030 "Severe anemia" 16138.653692590706 Predicted_stable
Maldives 1990 "Mild anemia" 10641 Observed
Maldives 1990 "Moderate anemia" 14784 Observed
Maldives 1990 "Severe anemia" 2143 Observed
Maldives 1995 "Mild anemia" 12859 Observed
Maldives 1995 "Moderate anemia" 16842 Observed
Maldives 1995 "Severe anemia" 2288 Observed
Maldives 2000 "Mild anemia" 15009 Observed
Maldives 2000 "Moderate anemia" 19198 Observed
Maldives 2000 "Severe anemia" 2539 Observed
Maldives 2005 "Mild anemia" 18486 Observed
Maldives 2005 "Moderate anemia" 22620 Observed
Maldives 2005 "Severe anemia" 2705 Observed
Maldives 2010 "Mild anemia" 23611 Observed
Maldives 2010 "Moderate anemia" 26481 Observed
Maldives 2010 "Severe anemia" 2519 Observed
Maldives 2015 "Mild anemia" 29418 Observed
Maldives 2015 "Moderate anemia" 31229 Observed
Maldives 2015 "Severe anemia" 2287 Observed
Maldives 2020 "Mild anemia" 33470 Observed
Maldives 2020 "Moderate anemia" 33526 Observed
Maldives 2020 "Severe anemia" 2278 Observed
Maldives 2021 "Mild anemia" 34320 Observed
Maldives 2021 "Moderate anemia" 33997 Observed
Maldives 2021 "Severe anemia" 2321 Observed
Maldives 2030 "Mild anemia" 42082.52306161699 Predicted_trend
Maldives 2030 "Moderate anemia" 38365.819918893714 Predicted_trend
Maldives 2030 "Severe anemia" 2736.136107585133 Predicted_trend
Maldives 2030 "Mild anemia" 39378.946057224646 Predicted_stable
Maldives 2030 "Moderate anemia" 40182.90949467383 Predicted_stable
Maldives 2030 "Severe anemia" 2838.8595430596506 Predicted_stable
Mali 1990 "Mild anemia" 464325 Observed
Mali 1990 "Moderate anemia" 612623 Observed
Mali 1990 "Severe anemia" 84457 Observed
Mali 1995 "Mild anemia" 522629 Observed
Mali 1995 "Moderate anemia" 670355 Observed
Mali 1995 "Severe anemia" 86434 Observed
Mali 2000 "Mild anemia" 627227 Observed
Mali 2000 "Moderate anemia" 768200 Observed
Mali 2000 "Severe anemia" 89259 Observed
Mali 2005 "Mild anemia" 751796 Observed
Mali 2005 "Moderate anemia" 889541 Observed
Mali 2005 "Severe anemia" 96506 Observed
Mali 2010 "Mild anemia" 895999 Observed
Mali 2010 "Moderate anemia" 1013008 Observed
